,German,French,Alsatian,germ_pron,als_pron,fr_pron,orth_score_germ_als,orth_score_fr_als,pron_score_fr_als,pron_score_germ_als
759,Malaise,malaise,.,"('MLS', '')","('', '')","('MLS', '')",.,.,.,.
760,Malheur,malheur,.,"('MLR', '')","('', '')","('MLR', '')",.,.,.,.
761,malkontent,malcontent,.,"('MLKNTNT', '')","('', '')","('MLKNTNT', '')",.,.,.,.
762,malträtieren,maltraiter,.,"('MLTRTRN', '')","('', '')","('MLTRTR', '')",.,.,.,.
763,Mamsell,mamzelle,.,"('MMSL', '')","('', '')","('MMSL', '')",.,.,.,.
764,Mandarine,mandarine,Màndarin,"('MNTRN', '')","('MNTRN', '')","('MNTRN', '')",0.8235294117647058,0.8235294117647058,1.0,1.0
765,Manege,manège,.,"('MNJ', 'MNK')","('', '')","('MNJ', 'MNK')",.,.,.,.
766,Mangan,manganèse,.,"('MNKN', '')","('', '')","('MNKNS', '')",.,.,.,.
767,Maniküre,manicure,.,"('MNKR', '')","('', '')","('MNKR', '')",.,.,.,.
768,Mannequin,mannequin,Schàuifanschterpuppa,"('MNKN', '')","('XFNXTRPP', 'SFNXTRPP')","('MNKN', '')",0.27586206896551724,0.27586206896551724,0.16666666666666666,0.16666666666666666
769,Manometer,manomètre,Manometer,"('MNMTR', '')","('MNMTR', '')","('MNMTR', '')",1.0,0.7777777777777778,1.0,1.0
770,Manöver,manœuvre,.,"('MNFR', '')","('', '')","('MNFR', '')",.,.,.,.
771,Mansarde,mansarde,.,"('MNSRT', '')","('', '')","('MNSRT', '')",.,.,.,.
772,Manschette,manchette,.,"('MNXT', '')","('', '')","('MNXT', 'MNKT')",.,.,.,.
773,Mantille,mantille,.,"('MNTL', '')","('', '')","('MNTL', '')",.,.,.,.
774,manuell,manuel,.,"('MNL', '')","('', '')","('MNL', '')",.,.,.,.
775,Manufaktur,manufacture,.,"('MNFKTR', '')","('', '')","('MNFKTR', '')",.,.,.,.
776,Marcel,Marcel,.,"('MRSL', '')","('', '')","('MRSL', '')",.,.,.,.
777,Margarine,margarine,.,"('MRKRN', '')","('', '')","('MRKRN', '')",.,.,.,.
778,Marge,marge,Rànd,"('MRJ', 'MRK')","('RNT', '')","('MRJ', 'MRK')",0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333
779,Margot,Margot,.,"('MRKT', '')","('', '')","('MRKT', '')",.,.,.,.
780,Marie,Marie,.,"('MR', '')","('', '')","('MR', '')",.,.,.,.
781,Marinade,marinade,.,"('MRNT', '')","('', '')","('MRNT', '')",.,.,.,.
782,Marine,marine,Seemàcht,"('MRN', '')","('SMKT', '')","('MRN', '')",0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857
783,Marion,Marion,.,"('MRN', '')","('', '')","('MRN', '')",.,.,.,.
784,Marionette,marionnette,Hàndpuppa,"('MRNT', '')","('NTPP', '')","('MRNT', '')",0.10526315789473684,0.1,0.5,0.5
785,markant,marquant,.,"('MRKNT', '')","('', '')","('MRKNT', '')",.,.,.,.
786,Marke,marque,Màrka,"('MRK', '')","('MRK', '')","('MRK', '')",0.6,0.36363636363636365,1.0,1.0
787,Markise,marquise,Markisa,"('MRKS', '')","('MRKS', '')","('MRKS', '')",0.8571428571428571,0.6666666666666666,1.0,1.0
788,marode,maraud,.,"('MRT', '')","('', '')","('MRT', '')",.,.,.,.
789,Marodeur,maraudeur,.,"('MRTR', '')","('', '')","('MRTR', '')",.,.,.,.
790,Marone,marron,.,"('MRN', '')","('', '')","('MRN', '')",.,.,.,.
791,Marotte,marotte,.,"('MRT', '')","('', '')","('MRT', '')",.,.,.,.
792,Marsch,marche,.,"('MRX', '')","('', '')","('MRX', 'MRK')",.,.,.,.
793,Martingal,martingale,.,"('MRTNKL', '')","('', '')","('MRTNKL', '')",.,.,.,.
794,Maschikuli,mâchicouli,.,"('MXKL', '')","('', '')","('MXKL', 'MKKL')",.,.,.,.
795,Maschine,machine,Màschena,"('MXN', '')","('MXN', 'MSKN')","('MXN', 'MKN')",0.625,0.5333333333333333,1.0,1.0
796,Maske,masque,Màska,"('MSK', '')","('MSK', '')","('MSK', '')",0.6,0.36363636363636365,1.0,1.0
797,Massage,massage,.,"('MSJ', 'MSK')","('', '')","('MSJ', 'MSK')",.,.,.,.
798,Massaker,massacre,.,"('MSKR', '')","('', '')","('MSKR', '')",.,.,.,.
799,Masseuse,masseuse,.,"('MSS', '')","('', '')","('MSS', '')",.,.,.,.
800,massieren,masser,.,"('MSRN', '')","('', '')","('MSR', '')",.,.,.,.
801,massiv,massif,.,"('MSF', '')","('', '')","('MSF', '')",.,.,.,.
802,Massiv,massif,.,"('MSF', '')","('', '')","('MSF', '')",.,.,.,.
803,Matinee,matinée,Morga,"('MTN', '')","('MRK', '')","('MTN', '')",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
804,Mätresse,maîtresse,.,"('MTRS', '')","('', '')","('MTRS', '')",.,.,.,.
805,Matrize,matrice,.,"('MTRS', '')","('', '')","('MTRS', '')",.,.,.,.
806,Mayonnaise,mayonnaise,Majonnäs,"('MNS', '')","('MJNS', 'MHNS')","('MNS', '')",0.6666666666666666,0.6666666666666666,0.8571428571428571,0.8571428571428571
807,Medaille,médaille,.,"('MTL', '')","('', '')","('MTL', '')",.,.,.,.
808,Medaillon,médaillon,.,"('MTLN', '')","('', '')","('MTLN', '')",.,.,.,.
809,Melange,mélange,Meschung,"('MLNJ', 'MLNK')","('MXNK', '')","('MLNJ', 'MLNK')",0.5333333333333333,0.4,0.75,0.75
810,Melasse,mélasse,.,"('MLS', '')","('', '')","('MLS', '')",.,.,.,.
811,melodiös,mélodieux,.,"('MLTS', '')","('', '')","('MLTKS', '')",.,.,.,.
812,Memoiren,mémoires,.,"('MMRN', '')","('', '')","('MMRS', '')",.,.,.,.
813,Menage,ménage,.,"('MNJ', 'MNK')","('', '')","('MNJ', 'MNK')",.,.,.,.
814,Menagerie,ménagerie,Tiarpàrk,"('MNKR', 'MNJR')","('XRPRK', '')","('MNKR', 'MNJR')",0.23529411764705882,0.23529411764705882,0.2222222222222222,0.2222222222222222
815,menagieren,se ménager,.,"('MNJRN', 'MNKRN')","('', '')","('SMNKR', 'SMNJR')",.,.,.,.
816,Menhir,menhir,.,"('MNR', '')","('', '')","('MNR', '')",.,.,.,.
817,Menü,menu,Schpeesakàrta,"('MN', '')","('XPSKRT', 'SPSKRT')","('MN', '')",0.11764705882352941,0.11764705882352941,0.0,0.0
818,merci,merci,.,"('MRS', '')","('', '')","('MRS', '')",.,.,.,.
819,mesalliieren,mésallier,.,"('MSLRN', '')","('', '')","('MSL', 'MSLR')",.,.,.,.
820,Metempsychose,métempsychose,.,"('MTMPSXS', 'MTMPSKS')","('', '')","('MTMPSXS', 'MTMPSKS')",.,.,.,.
821,Meter,mètre,Mäter,"('MTR', '')","('MTR', '')","('MTR', '')",0.8,0.6,1.0,1.0
822,Metier,métier,Hãndwërk,"('MT', 'MTR')","('NTRK', '')","('MT', 'MTR')",0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714
823,Meute,meute,.,"('MT', '')","('', '')","('MT', '')",.,.,.,.
824,Michelle,Michelle,.,"('MXL', 'MKL')","('', '')","('MXL', 'MKL')",.,.,.,.
825,Miene,mine,Mina,"('MN', '')","('MN', '')","('MN', '')",0.6666666666666666,0.75,1.0,1.0
826,Migräne,migraine,.,"('MKRN', '')","('', '')","('MKRN', '')",.,.,.,.
827,Mikrofon,microphone,Mikrofon,"('MKRFN', '')","('MKRFN', '')","('MKRFN', '')",1.0,0.6666666666666666,1.0,1.0
828,Milan,Milan,Milàn,"('MLN', '')","('MLN', '')","('MLN', '')",0.8,0.8,1.0,1.0
829,Milieu,milieu,Mettelpunkt,"('ML', '')","('MTLPNKT', '')","('ML', '')",0.35294117647058826,0.35294117647058826,0.4444444444444444,0.4444444444444444
830,Militär,militaire,Militär,"('MLTR', '')","('MLTR', '')","('MLTR', '')",1.0,0.75,1.0,1.0
831,Milliarde,milliard,.,"('MLRT', '')","('', '')","('MLRT', '')",.,.,.,.
832,Millionär,millionnaire,.,"('MLNR', '')","('', '')","('MLNR', '')",.,.,.,.
833,Minarett,minaret,.,"('MNRT', '')","('', '')","('MNRT', '')",.,.,.,.
834,Mine,mine,Mina,"('MN', '')","('MN', '')","('MN', '')",0.75,0.75,1.0,1.0
835,minen,miner,.,"('MNN', '')","('', '')","('MNR', '')",.,.,.,.
836,Mineur,mineur,Menderjahrig,"('MNR', '')","('MNTRJRK', '')","('MNR', '')",0.2222222222222222,0.2222222222222222,0.6,0.6
837,Minister,ministre,.,"('MNSTR', '')","('', '')","('MNSTR', '')",.,.,.,.
838,Misanthrop,misanthrope,Mänschafend,"('MSN0RP', 'MSNTRP')","('MNXFNT', '')","('MSN0RP', 'MSNTRP')",0.38095238095238093,0.36363636363636365,0.5,0.5
839,miserabel,misérable,.,"('MSRPL', '')","('', '')","('MSRPL', '')",.,.,.,.
840,Misere,misère,Eland,"('MSR', '')","('ALNT', '')","('MSR', '')",0.18181818181818182,0.18181818181818182,0.0,0.0
841,Mistral,Mistral,Mistral,"('MSTRL', '')","('MSTRL', '')","('MSTRL', '')",1.0,1.0,1.0,1.0
842,Möbel,meuble,Mewel,"('MPL', '')","('ML', '')","('MPL', '')",0.6,0.5454545454545454,0.8,0.8
843,Mode,mode,Moda,"('MT', '')","('MT', '')","('MT', '')",0.75,0.75,1.0,1.0
844,Mokka,moka,Moka,"('MK', '')","('MK', '')","('MK', '')",0.8888888888888888,1.0,1.0,1.0
845,Molekül,molécule,.,"('MLKL', '')","('', '')","('MLKL', '')",.,.,.,.
846,mondän,mondain,.,"('MNTN', '')","('', '')","('MNTN', '')",.,.,.,.
847,monetär,monétaire,.,"('MNTR', '')","('', '')","('MNTR', '')",.,.,.,.
848,Monokel,monocle,.,"('MNKL', '')","('', '')","('MNKL', '')",.,.,.,.
849,Monolog,monologue,.,"('MNLK', '')","('', '')","('MNLK', '')",.,.,.,.
850,monströs,monstrueux,.,"('MNSTRS', '')","('', '')","('MNSTRKS', '')",.,.,.,.
851,Montage,montage,.,"('MNTJ', 'MNTK')","('', '')","('MNTJ', 'MNTK')",.,.,.,.
852,montieren,monter,ritta,"('MNTRN', '')","('RT', '')","('MNTR', '')",0.14285714285714285,0.18181818181818182,0.3333333333333333,0.2857142857142857
853,Montur,monture,.,"('MNTR', '')","('', '')","('MNTR', '')",.,.,.,.
854,monumental,monumental,.,"('MNMNTL', '')","('', '')","('MNMNTL', '')",.,.,.,.
855,Moral,morale,.,"('MRL', '')","('', '')","('MRL', '')",.,.,.,.
856,Morphem,morphème,.,"('MRFM', '')","('', '')","('MRFM', '')",.,.,.,.
857,Moschee,mosquée,Moschee,"('MX', '')","('MX', '')","('MSK', '')",1.0,0.5714285714285714,0.4,1.0
858,Motiv,motif,Motiv,"('MTF', '')","('MTF', '')","('MTF', '')",1.0,0.8,1.0,1.0
859,motivieren,motiver,.,"('MTFRN', '')","('', '')","('MTFR', '')",.,.,.,.
860,Muckefuck,moka faux,.,"('MKFK', '')","('', '')","('MKF', '')",.,.,.,.
861,munizipal,municipal,.,"('MNSPL', '')","('', '')","('MNSPL', '')",.,.,.,.
862,Muskete,mousquet,.,"('MSKT', '')","('', '')","('MSKT', '')",.,.,.,.
863,muskulös,musculeux,.,"('MSKLS', '')","('', '')","('MSKLKS', '')",.,.,.,.
864,mysteriös,mystérieux,.,"('MSTRS', '')","('', '')","('MSTRKS', '')",.,.,.,.
865,Narzisse,narcisse,Narziss,"('NRSS', '')","('NRSS', '')","('NRSS', '')",0.9333333333333333,0.8,1.0,1.0
866,Naturell,naturel,.,"('NTRL', '')","('', '')","('NTRL', '')",.,.,.,.
867,Necessaire,nécessaire,notwantig,"('NSSR', '')","('NTNTK', '')","('NSSR', '')",0.3157894736842105,0.3157894736842105,0.2222222222222222,0.2222222222222222
868,Neger,nègre,Schwàrtz,"('NJR', 'NKR')","('XRTS', 'XFRTS')","('NKR', '')",0.15384615384615385,0.15384615384615385,0.2857142857142857,0.2857142857142857
869,Negligé,négligé,.,"('NKLK', 'NLK')","('', '')","('NKLK', 'NLK')",.,.,.,.
870,Nekrolog,nécrologie,Nochrüaf,"('NKRLK', '')","('NKRF', '')","('NKRLJ', 'NKRLK')",0.25,0.3333333333333333,0.6666666666666666,0.6666666666666666
871,Nicolas,Nicholas,.,"('NKLS', '')","('', '')","('NXLS', 'NKLS')",.,.,.,.
872,Nikotin,nicotine,.,"('NKTN', '')","('', '')","('NKTN', '')",.,.,.,.
873,Nische,niche,.,"('NX', '')","('', '')","('NX', 'NK')",.,.,.,.
874,Niveau,niveau,.,"('NF', '')","('', '')","('NF', '')",.,.,.,.
875,nivellieren,niveler,.,"('NFLRN', '')","('', '')","('NFLR', '')",.,.,.,.
876,nobel,noble,.,"('NPL', '')","('', '')","('NPL', '')",.,.,.,.
877,Noblesse,noblesse,Àdel,"('NPLS', '')","('TL', '')","('NPLS', '')",0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333
878,Nonchalance,nonchalance,.,"('NNXLNS', 'NNKLNS')","('', '')","('NNXLNS', 'NNKLNS')",.,.,.,.
879,nonchalant,nonchalant,.,"('NNXLNT', 'NNKLNT')","('', '')","('NNXLNT', 'NNKLNT')",.,.,.,.
880,Normandie,Normandie,.,"('NRMNT', '')","('', '')","('NRMNT', '')",.,.,.,.
881,Notifikation,notification,.,"('NTFKXN', '')","('', '')","('NTFKXN', '')",.,.,.,.
882,Nougat,nougat,.,"('NKT', '')","('', '')","('NKT', '')",.,.,.,.
883,Nuance,nuance,Nuance,"('NNS', '')","('NNS', '')","('NNS', '')",1.0,1.0,1.0,1.0
884,Occasion,occasion,.,"('AKSN', 'AKXN')","('', '')","('AKSN', 'AKXN')",.,.,.,.
885,offensiv,offensif,.,"('AFNSF', '')","('', '')","('AFNSF', '')",.,.,.,.
886,Offensive,offensive,.,"('AFNSF', '')","('', '')","('AFNSF', '')",.,.,.,.
887,Offerte,offerte,.,"('AFRT', '')","('', '')","('AFRT', '')",.,.,.,.
888,okkasionell,occasionnel,.,"('AKSNL', '')","('', '')","('AKSNL', 'AKXNL')",.,.,.,.
889,oktroyieren,octroyer,.,"('AKTRRN', '')","('', '')","('AKTRR', '')",.,.,.,.
890,Ökumenopolis,œcumenopolis,.,"('KMNPLS', '')","('', '')","('KMNPLS', '')",.,.,.,.
891,Omelett,omelette,Omlett,"('AMLT', '')","('AMLT', '')","('AMLT', '')",0.9230769230769231,0.8571428571428571,1.0,1.0
892,ominös,omineux,.,"('AMNS', '')","('', '')","('AMNKS', '')",.,.,.,.
893,Omnibus,voiture omnibus,.,"('AMNPS', '')","('', '')","('FTRMNPS', '')",.,.,.,.
894,ondulieren,onduler,.,"('ANTLRN', '')","('', '')","('ANTLR', '')",.,.,.,.
895,Onkel,oncle,Unkala,"('ANKL', '')","('ANKL', '')","('ANKL', '')",0.5454545454545454,0.36363636363636365,1.0,1.0
896,Operateur,opérateur,.,"('APRTR', '')","('', '')","('APRTR', '')",.,.,.,.
897,Opportunität,opportunité,.,"('APRTNTT', '')","('', '')","('APRTNT', '')",.,.,.,.
898,orange,pome orenge,Orange,"('ARNJ', 'ARNK')","('ARNJ', 'ARNK')","('PMRNJ', 'PMRNK')",1.0,0.5882352941176471,0.6666666666666666,1.0
899,Orange,Orange,Orange,"('ARNJ', 'ARNK')","('ARNJ', 'ARNK')","('ARNJ', 'ARNK')",1.0,1.0,1.0,1.0
900,Orangeat,orangeat,.,"('ARNJT', 'ARNKT')","('', '')","('ARNJT', 'ARNKT')",.,.,.,.
901,Orchidee,orchidée,.,"('ARKT', '')","('', '')","('ARKT', '')",.,.,.,.
902,Ordonnanz,ordonnance,Rezapt,"('ARTNNS', '')","('RSPT', '')","('ARTNNS', '')",0.26666666666666666,0.25,0.4,0.4
903,Organisation,organisation,.,"('ARKNSXN', '')","('', '')","('ARKNSXN', '')",.,.,.,.
904,original,original,.,"('ARJNL', 'ARKNL')","('', '')","('ARJNL', 'ARKNL')",.,.,.,.
905,originell,originel,.,"('ARJNL', 'ARKNL')","('', '')","('ARJNL', 'ARKNL')",.,.,.,.
906,Ouvertüre,ouverture,Effnung,"('AFRTR', '')","('AFNNK', '')","('AFRTR', '')",0.125,0.125,0.4,0.4
907,Ozelot,ocelot,.,"('ASLT', '')","('', '')","('ASLT', '')",.,.,.,.
908,Page,Pagé,.,"('PJ', 'PK')","('', '')","('PK', '')",.,.,.,.
909,Paillette,paillette,.,"('PLT', '')","('', '')","('PLT', '')",.,.,.,.
910,Paket,paquet,Bendel,"('PKT', '')","('PNTL', '')","('PKT', '')",0.18181818181818182,0.16666666666666666,0.5714285714285714,0.5714285714285714
911,Palais,palais,Gàuima,"('PL', 'PLS')","('KM', '')","('PL', 'PLS')",0.16666666666666666,0.16666666666666666,0.0,0.0
912,Paletot,paletot,.,"('PLTT', '')","('', '')","('PLTT', '')",.,.,.,.
913,Palette,palette,.,"('PLT', '')","('', '')","('PLT', '')",.,.,.,.
914,Palisade,palissade,.,"('PLST', '')","('', '')","('PLST', '')",.,.,.,.
915,Pamphlet,pamphlet,Schmähschreft,"('PMFLT', '')","('XMXRFT', 'SMXRFT')","('PMFLT', '')",0.38095238095238093,0.38095238095238093,0.5454545454545454,0.5454545454545454
916,Panaché,panaché,.,"('PNK', '')","('', '')","('PNK', '')",.,.,.,.
917,Panade,panade,.,"('PNT', '')","('', '')","('PNT', '')",.,.,.,.
918,Panne,panne,.,"('PN', '')","('', '')","('PN', '')",.,.,.,.
919,Pappmaschee,papier mâché,.,"('PPX', '')","('', '')","('PPRMX', 'PPRMK')",.,.,.,.
920,Parapluie,parapluie,Schirm,"('PRPL', '')","('XRM', '')","('PRPL', '')",0.13333333333333333,0.13333333333333333,0.2857142857142857,0.2857142857142857
921,Parasol,parasol,.,"('PRSL', '')","('', '')","('PRSL', '')",.,.,.,.
922,Paravent,paravent,Wendscherm,"('PRFNT', '')","('ANTXRM', 'FNTSKRM')","('PRFNT', '')",0.2222222222222222,0.2222222222222222,0.5,0.5
923,Parcours,parcours,.,"('PRKRS', '')","('', '')","('PRKRS', '')",.,.,.,.
924,Pardon,pardon,.,"('PRTN', '')","('', '')","('PRTN', '')",.,.,.,.
925,Parfüm,parfum,Parfüm,"('PRFM', '')","('PRFM', '')","('PRFM', '')",1.0,0.8333333333333334,1.0,1.0
926,Parfümerie,parfumerie,.,"('PRFMR', '')","('', '')","('PRFMR', '')",.,.,.,.
927,parieren,parer,.,"('PRRN', '')","('', '')","('PRR', '')",.,.,.,.
928,Parkett,parquet,.,"('PRKT', '')","('', '')","('PRKT', '')",.,.,.,.
929,Parkour,parkour,.,"('PRKR', '')","('', '')","('PRKR', '')",.,.,.,.
930,Parterre,parterre,.,"('PRTR', '')","('', '')","('PRTR', '')",.,.,.,.
931,Partie,partie,Bardii,"('PRT', '')","('PRT', '')","('PRT', '')",0.5,0.5,1.0,1.0
932,partout,partout,eweràl,"('PRTT', '')","('ARL', '')","('PRTT', '')",0.15384615384615385,0.15384615384615385,0.2857142857142857,0.2857142857142857
933,Parvenü,parvenu,Näirich,"('PRFN', '')","('NRX', 'NRK')","('PRFN', '')",0.14285714285714285,0.14285714285714285,0.2857142857142857,0.2857142857142857
934,Parzelle,parcelle,.,"('PRSL', '')","('', '')","('PRSL', '')",.,.,.,.
935,parzellieren,parceller,.,"('PRSLRN', '')","('', '')","('PRSLR', '')",.,.,.,.
936,Paspel,passepoil,.,"('PSPL', '')","('', '')","('PSPL', '')",.,.,.,.
937,passabel,passable,.,"('PSPL', '')","('', '')","('PSPL', '')",.,.,.,.
938,Passage,passage,.,"('PSJ', 'PSK')","('', '')","('PSJ', 'PSK')",.,.,.,.
939,Passant,passant,.,"('PSNT', '')","('', '')","('PSNT', '')",.,.,.,.
940,passé,passé,.,"('PS', '')","('', '')","('PS', '')",.,.,.,.
941,Passepartout,passe-partout,.,"('PSPRTT', '')","('', '')","('PSPRTT', '')",.,.,.,.
942,Passerelle,passerelle,.,"('PSRL', '')","('', '')","('PSRL', '')",.,.,.,.
943,passieren,passer,.,"('PSRN', '')","('', '')","('PSR', '')",.,.,.,.
944,Passion,passion,.,"('PSN', '')","('', '')","('PSN', '')",.,.,.,.
945,Pastille,pastille,.,"('PSTL', '')","('', '')","('PSTL', '')",.,.,.,.
946,Patronage,patronage,Schermhärrschàft,"('PTRNJ', 'PTRNK')","('XRMRXFT', 'SKRMRXFT')","('PTRNJ', 'PTRNK')",0.08,0.08,0.16666666666666666,0.16666666666666666
947,Patrone,patron,.,"('PTRN', '')","('', '')","('PTRN', '')",.,.,.,.
948,Patrouille,patrouille,Pàtrulia,"('PTRL', '')","('PTRL', '')","('PTRL', '')",0.5555555555555556,0.5555555555555556,1.0,1.0
949,patt,pat,.,"('PT', '')","('', '')","('PT', '')",.,.,.,.
950,Patt,pat,.,"('PT', '')","('', '')","('PT', '')",.,.,.,.
951,pausen,poncer,.,"('PSN', '')","('', '')","('PNSR', '')",.,.,.,.
952,Pavillon,pavillon,.,"('PFLN', '')","('', '')","('PFLN', '')",.,.,.,.
953,Pediküre,pédicure,.,"('PTKR', '')","('', '')","('PTKR', '')",.,.,.,.
954,Pekari,pécari,Pekari,"('PKR', '')","('PKR', '')","('PKR', '')",1.0,0.6666666666666666,1.0,1.0
955,pekuniär,pécuniaire,.,"('PKNR', '')","('', '')","('PKNR', '')",.,.,.,.
956,Peloton,peloton,.,"('PLTN', '')","('', '')","('PLTN', '')",.,.,.,.
957,Pendant,pendant,.,"('PNTNT', '')","('', '')","('PNTNT', '')",.,.,.,.
958,Pendentif,pendentif,.,"('PNTNTF', '')","('', '')","('PNTNTF', '')",.,.,.,.
959,penetrant,pénétrant,.,"('PNTRNT', '')","('', '')","('PNTRNT', '')",.,.,.,.
960,Pension,pension,Ranta,"('PNSN', 'PNXN')","('RNT', '')","('PNSN', 'PNXN')",0.16666666666666666,0.16666666666666666,0.2857142857142857,0.2857142857142857
961,Pensionär,pensionnaire,.,"('PNSNR', 'PNXNR')","('', '')","('PNSNR', 'PNXNR')",.,.,.,.
962,pensionieren,pensionner,.,"('PNSNRN', 'PNXNRN')","('', '')","('PNSNR', 'PNXNR')",.,.,.,.
963,perdu,perdu,.,"('PRT', '')","('', '')","('PRT', '')",.,.,.,.
964,perfide,perfide,.,"('PRFT', '')","('', '')","('PRFT', '')",.,.,.,.
965,Perkal,percale,.,"('PRKL', '')","('', '')","('PRKL', '')",.,.,.,.
966,permanent,permanent,.,"('PRMNNT', '')","('', '')","('PRMNNT', '')",.,.,.,.
967,perniziös,pernicieux,gfarlig,"('PRNSS', '')","('KFRLK', '')","('PRNSKS', 'PRNXKS')",0.25,0.23529411764705882,0.36363636363636365,0.2
968,perplex,perplexus,.,"('PRPLKS', '')","('', '')","('PRPLKSS', '')",.,.,.,.
969,Perron,perron,.,"('PRN', '')","('', '')","('PRN', '')",.,.,.,.
970,Persiflage,persiflage,.,"('PRSFLJ', 'PRSFLK')","('', '')","('PRSFLJ', 'PRSFLK')",.,.,.,.
971,pervers,pervers,.,"('PRFRS', '')","('', '')","('PRFRS', '')",.,.,.,.
972,Petitesse,petitesse,.,"('PTTS', '')","('', '')","('PTTS', '')",.,.,.,.
973,Petulanz,pétulance,.,"('PTLNS', '')","('', '')","('PTLNS', '')",.,.,.,.
974,phänomenal,phénoménal,.,"('FNMNL', '')","('', '')","('FNMNL', '')",.,.,.,.
975,Phantom,fantôme,Gschpenscht,"('FNTM', '')","('KXPNXT', '')","('FNTM', '')",0.3333333333333333,0.2222222222222222,0.4,0.4
976,Philatelie,philatélie,.,"('FLTL', '')","('', '')","('FLTL', '')",.,.,.,.
977,Phonem,phonème,.,"('FNM', '')","('', '')","('FNM', '')",.,.,.,.
978,Picknick,pique-nique,.,"('PKNK', '')","('', '')","('PKNK', '')",.,.,.,.
979,Pik,pique,.,"('PK', '')","('', '')","('PK', '')",.,.,.,.
980,piken,piquer,.,"('PKN', '')","('', '')","('PKR', '')",.,.,.,.
981,pikieren,piquer,.,"('PKRN', '')","('', '')","('PKR', '')",.,.,.,.
982,Piment,piment,.,"('PMNT', '')","('', '')","('PMNT', '')",.,.,.,.
983,Pinzette,pincette,Penzätta,"('PNST', '')","('PNST', '')","('PNST', '')",0.625,0.5,1.0,1.0
984,Pipette,pipette,.,"('PPT', '')","('', '')","('PPT', '')",.,.,.,.
985,Piraterie,piraterie,.,"('PRTR', '')","('', '')","('PRTR', '')",.,.,.,.
986,Pirouette,pirouette,.,"('PRT', '')","('', '')","('PRT', '')",.,.,.,.
987,Pissoir,pissoir,.,"('PSR', '')","('', '')","('PSR', '')",.,.,.,.
988,Piste,piste,Pischta,"('PST', '')","('PXT', '')","('PST', '')",0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
989,Pistole,pistole,Pischtola,"('PSTL', '')","('PXTL', '')","('PSTL', '')",0.75,0.75,0.75,0.75
990,plädieren,plaider,.,"('PLTRN', '')","('', '')","('PLTR', '')",.,.,.,.
991,Plädoyer,plaidoyer,.,"('PLTR', '')","('', '')","('PLTR', '')",.,.,.,.
992,Plafond,plafond,Däcka,"('PLFNT', '')","('TK', '')","('PLFNT', '')",0.16666666666666666,0.16666666666666666,0.2857142857142857,0.2857142857142857
993,Plagiat,plagiat,.,"('PLJT', 'PLKT')","('', '')","('PLJT', 'PLKT')",.,.,.,.
994,Plakette,plaquette,.,"('PLKT', '')","('', '')","('PLKT', '')",.,.,.,.
995,Plan,plan,Plàn,"('PLN', '')","('PLN', '')","('PLN', '')",0.75,0.75,1.0,1.0
996,planieren,planer,.,"('PLNRN', '')","('', '')","('PLNR', '')",.,.,.,.
997,Plantage,plantage,.,"('PLNTJ', 'PLNTK')","('', '')","('PLNTJ', 'PLNTK')",.,.,.,.
998,Plaque,plaque,Plàtta,"('PLK', '')","('PLT', '')","('PLK', '')",0.5,0.5,0.6666666666666666,0.6666666666666666
999,Pläsier,plaisir,Freide,"('PLS', 'PLSR')","('FRT', '')","('PLSR', '')",0.3076923076923077,0.15384615384615385,0.2857142857142857,0.2857142857142857
1000,Plastik,plastique,.,"('PLSTK', '')","('', '')","('PLSTK', '')",.,.,.,.
1001,Plateau,plateau,Hochewana,"('PLT', '')","('HXN', 'HKN')","('PLT', '')",0.25,0.25,0.0,0.0
1002,Platine,platine,.,"('PLTN', '')","('', '')","('PLTN', '')",.,.,.,.
1003,Plattform,plate-forme,.,"('PLTFRM', '')","('', '')","('PLTFRM', '')",.,.,.,.
1004,Plattitüde,platitude,.,"('PLTTT', '')","('', '')","('PLTTT', '')",.,.,.,.
1005,Plissee,plissé,.,"('PLS', '')","('', '')","('PLS', '')",.,.,.,.
1006,Plombe,plombe,.,"('PLMP', '')","('', '')","('PLMP', '')",.,.,.,.
1007,Plüsch,peluche,Plüsch,"('PLX', '')","('PLX', '')","('PLX', 'PLK')",1.0,0.6153846153846154,1.0,1.0
1008,Poesie,poésie,.,"('PS', '')","('', '')","('PS', '')",.,.,.,.
1009,Poetik,poétique,.,"('PTK', '')","('', '')","('PTK', '')",.,.,.,.
1010,Pointe,pointe,Schpetz,"('PNT', '')","('XPTS', 'SPTS')","('PNT', '')",0.3076923076923077,0.3076923076923077,0.5714285714285714,0.5714285714285714
1011,pointieren,pointer,.,"('PNTRN', '')","('', '')","('PNTR', '')",.,.,.,.
1012,Police,police,Polizäi,"('PLS', '')","('PLS', '')","('PLS', '')",0.6153846153846154,0.6153846153846154,1.0,1.0
1013,Policinello,Polichinelle,.,"('PLSNL', '')","('', '')","('PLXNL', 'PLKNL')",.,.,.,.
1014,Polonäse,polonaise,.,"('PLNS', '')","('', '')","('PLNS', '')",.,.,.,.
